acronym_,expansion,id,text
BNC,british national corpus,TS-2185,100 million words of English : the British National Corpus ( BNC ) .
CST,corticospinal tract,TS-2186,Even though our proposed method has only seen healthy subjects with normally sized ventricles during training it managed to properly reconstruct the CST and the OR which are heavily distorted by the enlarged ventricles .
AR,augmented reality,TS-2187,"Tobias Hollerer present a mobile augmented reality system that includes indoor user interfaces ( desktop , AR tabletop , and head - worn VR ) to interact with the outdoor user ( see Fig . ) ."
EM,expectation maximization,TS-2188,"We conclude that RNN - EM is robust towards different choices of , and specifically that choosing to be too high is not detrimental ."
SA,significance and accuracy,TS-2189,"Some apply reuse by profiling the applicationreuse4 , which is also impracticable on the SA domain ."
SR,stacked refinement,TS-2190,"In the following section , we provide the results of both SR and RR methods using all the refinement steps ( Fusion+MS+Uniform+Otsu ) , named as DeepOtsu ."
MDC,multiple description coding,TS-2191,"Among these comparative MDC methods in TABLE , "" MDCNN "" requires the least coding time ."
SPF,shortest path forest,TS-2192,This concludes that the SPF - B algorithm terminates after at most rounds .
RNN,recurrent neural network,TS-2193,We provide short description of different RNN models in the section .
DSP,digital signal processing,TS-2194,"However , when targeting the use of higher - order modulations , those architectures suffer from imperfections that need to be mitigated by baseband DSP ."
MER,music emotion research,TS-2195,The starting point of each curve is the result given by the general MER model trained on partial users of the AMG1608 dataset .
GSR,group sparsity residual,TS-2196,a ) Original image ; ( b ) Noisy image ; ( c ) BM3D ( PSNR=24.82dB ) ; ( d ) EPLL ( PSNR=24.33dB ) ; ( e ) Plow ( PSNR=24.23dB ) ; ( f ) NCSR ( PSNR=24.44dB ) ; ( g ) PID ( PSNR=24.51dB ) ; ( h ) PGPD ( PSNR=24.83dB ) ; ( i ) aGMM ( PSNR= 24.51dB ) ; ( j ) LINC ( PSNR= 24.44dB ) ; ( k ) AST - NLS ( PSNR= 24.76dB ) ; ( l ) GSR - NLS ( PSNR=24.94dB ) .
DCP,deep context prediction,TS-2197,Among all the compared methods only DCP achieved the minimum score while all compared methods showed minimal difference in their pEPs score .
CRM,channel reliability measurement,TS-2198,"These results demonstrate the effectiveness of the CRM method , which is mainly due to the fact that the CRM method filters the feature channels that are more sensitive to the background regions while retaining the high - quality channels that are more beneficial for robust visual tracking ."
ASF,african swine fever,TS-2199,"As a consequence , most of our ASF model results are qualitative investigations of outbreak behavior ."
FM,flash memory,TS-2200,Tree TypesOur FM tree is an amalgam of ideas from established search tree data structures .
DVS,dynamic vision sensor,TS-2201,The UCF11 data was chosen because it is one of the few human action datasets whose benchmark DVS counterpart is publicly available .
SBM,stochastic block model,TS-2202,"Closer investigation revealed that some employees in the same group found by SBM talked about different topics than the rest of the group , hence the splitting of a group into smaller ones found by STBM ."
PM,point multiplication,TS-2203,adopted a randomized point in PM to protect ECDSA signatures .
SPM,statistical parameter mapping,TS-2204,The shaded areas highlight areas in the input signals where SPM resulted in a statistically significant difference between both classes ( and ) . (
IP,intellectual property,TS-2205,An adversary can hire the FA tools at those labs can steal the IP or expose hardware based security functions in the chip .
IS,information systems,TS-2206,"We believe logic is central to IS objectives , as it is the key to applying formal methods in specification , verification and validation of information systems ."
SM,speaker model,TS-2207,"& helper & you can try to install the UNK package SM & helper & ok , thanks SAM & helper & ok , thanks & helper & I have no idea why it would be a bit of a bit ."
MCP,mean closest points,TS-2208,"Qualitative visualization : Figure ( top row ) shows the dictionary learned for a single subject ( = 100 ) using functional varifolds ( fVar ) , varifolds ( Var ) , and MCP distance ."
CNN,convolutional neural network,TS-2209,CNN - MSE with only MSE loss CNN - VGG with only VGG loss WGAN - MSE with MSE loss in the WGAN frameworkWGAN with no other additive losses Original GAN All the trained networks are summarized in Table . .
GP,gaussian process,TS-2210,"Secondly , due to GP priors are based on the construction of covariance matrices via kernel functions , incrementally adapting such matrices to new incoming samples requires expensive ways of matrix completion or even unfeasible inversions when large - scale data is observed ."
GP,gaussian process,TS-2211,"In the GP registration context , is modelled as a random quantity , variograms can measure the extent of pairwise spatial correlation between displacement vectors with respect to their distance , and in advance give insight into choosing the suitable GP kernel ."
NP,natural problem,TS-2212,The complexity of this natural problem within NP is unresolved .
IR,information retrieval,TS-2213,Extension of Difficult QuestionsThe documents deemed relevant by TREC must contain some useful text that can help IR engine performance .
CNN,convolutional neural network,TS-2214,"tableH  tabularccccccc & 2c80 & 2c160 & 2c320 & CNNt15 & CNNf15 & CNNt15 & CNNf15 & CNNt15 & CNNf15 2 * 01 & & & & & & & & & & & & 2 * 02 & & & & & & & & & & & & 2 * 03 & & & & & & & & & & & & 2*Average & & & & & & & & & & & & tabular Results for the CNN proposal , either trained from scratch with sequence 15 ( columns CNNt15 ) or fine tuned with sequence 15 ( columns CNNf15 ) ."
SS,stochastic search,TS-2215,"We defined the objective function of SS to be NDCG@100 , since NDCG@100 was the primary metric of our offline experiments ."
RA,random access,TS-2216,"It is clear , and straightforward to analytically prove from the closed - form stability region boundary expressions , that the stability region for the RA scheme with priorities encloses the stability region of the RA scheme ."
DPs,dropped pronouns,TS-2217,Context The context provides the necessary background information to recover DPs .
SE,sequential exploring,TS-2218,The SE is chosen for robustly identifying a high - quality solution given our randomized algorithm .
